"Povpreène meseène bruto plaèe (EUR) po statistiènih regijah prebivališèa, starostnih skupinah in spolu, Slovenija, letno"

"STATISTIÈNA REGIJA";"STAROST";"SPOL";"MERITVE";"LETO";Povpreène meseène bruto plaèe (EUR)
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2013";1789
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2014";1742
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2015";1697
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2016";1709
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2017";1715
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2018";1751
"Zasavska";"55-64 let";"Ženske";"Povpreèje";"2019";1821
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2008";z
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2009";z
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2010";z
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2011";z
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2012";z
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2013";z
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2014";z
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2015";z
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2016";z
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2017";z
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2018";z
"Zasavska";"65 let ali veè";"Moški";"Povpreèje";"2019";z
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2008";-
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2009";-
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2010";z
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2011";z
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2012";z
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2013";z
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2014";z
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2015";z
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2016";z
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2017";z
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2018";z
"Zasavska";"65 let ali veè";"Ženske";"Povpreèje";"2019";z
"Posavska";"15-64 let";"Moški";"Povpreèje";"2008";1367
"Posavska";"15-64 let";"Moški";"Povpreèje";"2009";1382
"Posavska";"15-64 let";"Moški";"Povpreèje";"2010";1433
"Posavska";"15-64 let";"Moški";"Povpreèje";"2011";1510
"Posavska";"15-64 let";"Moški";"Povpreèje";"2012";1536
"Posavska";"15-64 let";"Moški";"Povpreèje";"2013";1530
"Posavska";"15-64 let";"Moški";"Povpreèje";"2014";1579
"Posavska";"15-64 let";"Moški";"Povpreèje";"2015";z
"Posavska";"15-64 let";"Moški";"Povpreèje";"2016";z
"Posavska";"15-64 let";"Moški";"Povpreèje";"2017";z
"Posavska";"15-64 let";"Moški";"Povpreèje";"2018";1755
"Posavska";"15-64 let";"Moški";"Povpreèje";"2019";1814
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2008";1250
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2009";1323
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2010";1393
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2011";1436
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2012";1448
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2013";1451
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2014";1489
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2015";z
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2016";z
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2017";z
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2018";1596
"Posavska";"15-64 let";"Ženske";"Povpreèje";"2019";1676
"Posavska";"15-24 let";"Moški";"Povpreèje";"2008";943
"Posavska";"15-24 let";"Moški";"Povpreèje";"2009";956
"Posavska";"15-24 let";"Moški";"Povpreèje";"2010";992
"Posavska";"15-24 let";"Moški";"Povpreèje";"2011";1064
"Posavska";"15-24 let";"Moški";"Povpreèje";"2012";1101
"Posavska";"15-24 let";"Moški";"Povpreèje";"2013";1091
"Posavska";"15-24 let";"Moški";"Povpreèje";"2014";1104
"Posavska";"15-24 let";"Moški";"Povpreèje";"2015";z
"Posavska";"15-24 let";"Moški";"Povpreèje";"2016";z
"Posavska";"15-24 let";"Moški";"Povpreèje";"2017";z
"Posavska";"15-24 let";"Moški";"Povpreèje";"2018";1249
"Posavska";"15-24 let";"Moški";"Povpreèje";"2019";1311
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2008";869
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2009";903
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2010";926
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2011";1000
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2012";1005
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2013";1042
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2014";1143
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2015";z
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2016";z
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2017";z
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2018";1157
"Posavska";"15-24 let";"Ženske";"Povpreèje";"2019";1186
"Posavska";"25-34 let";"Moški";"Povpreèje";"2008";1230
"Posavska";"25-34 let";"Moški";"Povpreèje";"2009";1225
"Posavska";"25-34 let";"Moški";"Povpreèje";"2010";1278
"Posavska";"25-34 let";"Moški";"Povpreèje";"2011";1341
"Posavska";"25-34 let";"Moški";"Povpreèje";"2012";1371
"Posavska";"25-34 let";"Moški";"Povpreèje";"2013";1389
"Posavska";"25-34 let";"Moški";"Povpreèje";"2014";1432
"Posavska";"25-34 let";"Moški";"Povpreèje";"2015";1446
"Posavska";"25-34 let";"Moški";"Povpreèje";"2016";1497
"Posavska";"25-34 let";"Moški";"Povpreèje";"2017";1524
"Posavska";"25-34 let";"Moški";"Povpreèje";"2018";1621
"Posavska";"25-34 let";"Moški";"Povpreèje";"2019";1654
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2008";1126
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2009";1188
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2010";1270
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2011";1310
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2012";1291
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2013";1303
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2014";1318
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2015";1301
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2016";1321
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2017";1352
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2018";1395
"Posavska";"25-34 let";"Ženske";"Povpreèje";"2019";1455
"Posavska";"35-44 let";"Moški";"Povpreèje";"2008";1374
"Posavska";"35-44 let";"Moški";"Povpreèje";"2009";1395
"Posavska";"35-44 let";"Moški";"Povpreèje";"2010";1456
"Posavska";"35-44 let";"Moški";"Povpreèje";"2011";1526
"Posavska";"35-44 let";"Moški";"Povpreèje";"2012";1555
"Posavska";"35-44 let";"Moški";"Povpreèje";"2013";1534
"Posavska";"35-44 let";"Moški";"Povpreèje";"2014";1591
"Posavska";"35-44 let";"Moški";"Povpreèje";"2015";1612
"Posavska";"35-44 let";"Moški";"Povpreèje";"2016";1650
"Posavska";"35-44 let";"Moški";"Povpreèje";"2017";1705
"Posavska";"35-44 let";"Moški";"Povpreèje";"2018";1779
"Posavska";"35-44 let";"Moški";"Povpreèje";"2019";1833
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2008";1262
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2009";1327
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2010";1368
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2011";1425
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2012";1438
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2013";1440
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2014";1482
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2015";1486
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2016";1519
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2017";1527
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2018";1595
"Posavska";"35-44 let";"Ženske";"Povpreèje";"2019";1678
"Posavska";"45-54 let";"Moški";"Povpreèje";"2008";1504
"Posavska";"45-54 let";"Moški";"Povpreèje";"2009";1536
"Posavska";"45-54 let";"Moški";"Povpreèje";"2010";1548
"Posavska";"45-54 let";"Moški";"Povpreèje";"2011";1616
"Posavska";"45-54 let";"Moški";"Povpreèje";"2012";1620
"Posavska";"45-54 let";"Moški";"Povpreèje";"2013";1595
"Posavska";"45-54 let";"Moški";"Povpreèje";"2014";1640
"Posavska";"45-54 let";"Moški";"Povpreèje";"2015";1656
"Posavska";"45-54 let";"Moški";"Povpreèje";"2016";1705
"Posavska";"45-54 let";"Moški";"Povpreèje";"2017";1748
"Posavska";"45-54 let";"Moški";"Povpreèje";"2018";1816
"Posavska";"45-54 let";"Moški";"Povpreèje";"2019";1901
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2008";1297
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2009";1374
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2010";1461
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2011";1479
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2012";1496
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2013";1480
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2014";1507
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2015";1508
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2016";1546
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2017";1591
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2018";1643
"Posavska";"45-54 let";"Ženske";"Povpreèje";"2019";1724
"Posavska";"55-64 let";"Moški";"Povpreèje";"2008";1614
"Posavska";"55-64 let";"Moški";"Povpreèje";"2009";1641
"Posavska";"55-64 let";"Moški";"Povpreèje";"2010";1812
"Posavska";"55-64 let";"Moški";"Povpreèje";"2011";1901
"Posavska";"55-64 let";"Moški";"Povpreèje";"2012";1927
"Posavska";"55-64 let";"Moški";"Povpreèje";"2013";1840
"Posavska";"55-64 let";"Moški";"Povpreèje";"2014";1857
"Posavska";"55-64 let";"Moški";"Povpreèje";"2015";1825
"Posavska";"55-64 let";"Moški";"Povpreèje";"2016";1875
"Posavska";"55-64 let";"Moški";"Povpreèje";"2017";1901
"Posavska";"55-64 let";"Moški";"Povpreèje";"2018";1948
"Posavska";"55-64 let";"Moški";"Povpreèje";"2019";2005
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2008";1765
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2009";1877
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2010";1890
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2011";1879
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2012";1862
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2013";1797
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2014";1803
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2015";1743
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2016";1753
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2017";1760
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2018";1763
"Posavska";"55-64 let";"Ženske";"Povpreèje";"2019";1862
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2008";3924
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2009";4246
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2010";z
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2011";3877
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2012";3714
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2013";4209
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2014";3793
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2015";z
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2016";z
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2017";z
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2018";3742
"Posavska";"65 let ali veè";"Moški";"Povpreèje";"2019";3190
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2008";z
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2009";z
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2010";z
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2011";z
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2012";z
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2013";z
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2014";z
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2015";z
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2016";z
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2017";z
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2018";3932
"Posavska";"65 let ali veè";"Ženske";"Povpreèje";"2019";3574
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2008";1392
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2009";1396
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2010";1493
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2011";1537
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2012";1573
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2013";1570
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2014";1630
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2015";z
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2016";z
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2017";1717
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2018";1785
"Jugovzhodna Slovenija";"15-64 let";"Moški";"Povpreèje";"2019";1854
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2008";1327
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2009";1391
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2010";1471
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2011";1522
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2012";1549
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2013";1539
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2014";1593
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2015";z
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2016";z
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2017";1651
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2018";1703
"Jugovzhodna Slovenija";"15-64 let";"Ženske";"Povpreèje";"2019";1794
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2008";935
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2009";932
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2010";1005
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2011";1049
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2012";1071
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2013";1090
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2014";1130
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2015";z
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2016";z
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2017";1206
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2018";1250
"Jugovzhodna Slovenija";"15-24 let";"Moški";"Povpreèje";"2019";1282
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2008";909
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2009";966
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2010";1014
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2011";1069
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2012";1063
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2013";1114
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2014";1186
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2015";z
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2016";z
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2017";1110
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2018";1179
"Jugovzhodna Slovenija";"15-24 let";"Ženske";"Povpreèje";"2019";1247
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2008";1269
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2009";1252
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2010";1334
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2011";1382
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2012";1400
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2013";1393
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2014";1447
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2015";1472
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2016";1484
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2017";1508
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2018";1576
"Jugovzhodna Slovenija";"25-34 let";"Moški";"Povpreèje";"2019";1634
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2008";1177
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2009";1218
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2010";1279
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2011";1327
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2012";1333
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2013";1340
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2014";1378
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2015";1393
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2016";1405
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2017";1413
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2018";1450
"Jugovzhodna Slovenija";"25-34 let";"Ženske";"Povpreèje";"2019";1519
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2008";1426
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2009";1442
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2010";1531
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2011";1563
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2012";1597
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2013";1600
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2014";1671
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2015";1691
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2016";1739
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2017";1777
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2018";1847
"Jugovzhodna Slovenija";"35-44 let";"Moški";"Povpreèje";"2019";1929
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2008";1335
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2009";1390
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2010";1472
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2011";1516
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2012";1554
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2013";1547
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2014";1592
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2015";1592
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2016";1631
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2017";1654
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2018";1713
"Jugovzhodna Slovenija";"35-44 let";"Ženske";"Povpreèje";"2019";1811
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2008";1486
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2009";1496
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2010";1607
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2011";1648
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2012";1703
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2013";1686
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2014";1728
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2015";1732
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2016";1761
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2017";1804
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2018";1880
"Jugovzhodna Slovenija";"45-54 let";"Moški";"Povpreèje";"2019";1965
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2008";1385
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2009";1464
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2010";1552
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2011";1599
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2012";1614
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2013";1578
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2014";1635
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2015";1647
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2016";1668
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2017";1694
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2018";1756
"Jugovzhodna Slovenija";"45-54 let";"Ženske";"Povpreèje";"2019";1853
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2008";1651
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2009";1670
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2010";1781
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2011";1798
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2012";1808
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2013";1767
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2014";1824
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2015";1865
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2016";1890
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2017";1897
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2018";1967
"Jugovzhodna Slovenija";"55-64 let";"Moški";"Povpreèje";"2019";2048
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2008";2018
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2009";2137
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2010";2145
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2011";2101
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2012";2140
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2013";2013
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2014";1996
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2015";1934
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2016";1936
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2017";1904
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2018";1929
"Jugovzhodna Slovenija";"55-64 let";"Ženske";"Povpreèje";"2019";2015
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2008";5253
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2009";4470
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2010";3398
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2011";4144
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2012";3888
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2013";4304
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2014";3736
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2015";z
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2016";z
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2017";3176
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2018";2683
"Jugovzhodna Slovenija";"65 let ali veè";"Moški";"Povpreèje";"2019";3037
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2008";z
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2009";z
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2010";z
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2011";z
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2012";z
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2013";z
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2014";z
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2015";z
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2016";z
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2017";3782
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2018";2597
