"Povpreène meseène bruto plaèe (EUR) po skupinah poklicev (SKP-08) in spolu, Slovenija, letno"

"POKLIC";"SPOL";"MERITVE";"LETO";Povpreène meseène bruto plaèe (EUR, SKP-08)
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Moški";"Povpreèje";"2011";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Moški";"Povpreèje";"2012";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Moški";"Povpreèje";"2013";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Moški";"Povpreèje";"2014";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Moški";"Povpreèje";"2015";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Moški";"Povpreèje";"2016";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Moški";"Povpreèje";"2017";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Moški";"Povpreèje";"2018";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Moški";"Povpreèje";"2019";1586
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Ženske";"Povpreèje";"2011";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Ženske";"Povpreèje";"2012";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Ženske";"Povpreèje";"2013";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Ženske";"Povpreèje";"2014";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Ženske";"Povpreèje";"2015";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Ženske";"Povpreèje";"2016";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Ženske";"Povpreèje";"2017";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Ženske";"Povpreèje";"2018";-
"3240 Veterinarski tehniki in asistenti/veterinarske tehnice in asistentke";"Ženske";"Povpreèje";"2019";1434
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Moški";"Povpreèje";"2011";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Moški";"Povpreèje";"2012";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Moški";"Povpreèje";"2013";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Moški";"Povpreèje";"2014";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Moški";"Povpreèje";"2015";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Moški";"Povpreèje";"2016";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Moški";"Povpreèje";"2017";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Moški";"Povpreèje";"2018";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Moški";"Povpreèje";"2019";2036
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Ženske";"Povpreèje";"2011";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Ženske";"Povpreèje";"2012";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Ženske";"Povpreèje";"2013";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Ženske";"Povpreèje";"2014";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Ženske";"Povpreèje";"2015";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Ženske";"Povpreèje";"2016";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Ženske";"Povpreèje";"2017";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Ženske";"Povpreèje";"2018";-
"325 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu";"Ženske";"Povpreèje";"2019";1649
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Moški";"Povpreèje";"2011";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Moški";"Povpreèje";"2012";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Moški";"Povpreèje";"2013";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Moški";"Povpreèje";"2014";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Moški";"Povpreèje";"2015";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Moški";"Povpreèje";"2016";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Moški";"Povpreèje";"2017";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Moški";"Povpreèje";"2018";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Moški";"Povpreèje";"2019";1518
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Ženske";"Povpreèje";"2011";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Ženske";"Povpreèje";"2012";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Ženske";"Povpreèje";"2013";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Ženske";"Povpreèje";"2014";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Ženske";"Povpreèje";"2015";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Ženske";"Povpreèje";"2016";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Ženske";"Povpreèje";"2017";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Ženske";"Povpreèje";"2018";-
"3251 Zobozdravstveni asistenti/zobozdravstvene asistentke";"Ženske";"Povpreèje";"2019";1536
"3254 Oèesni optiki/oèesne optièarke";"Moški";"Povpreèje";"2011";-
"3254 Oèesni optiki/oèesne optièarke";"Moški";"Povpreèje";"2012";-
"3254 Oèesni optiki/oèesne optièarke";"Moški";"Povpreèje";"2013";-
"3254 Oèesni optiki/oèesne optièarke";"Moški";"Povpreèje";"2014";-
"3254 Oèesni optiki/oèesne optièarke";"Moški";"Povpreèje";"2015";-
"3254 Oèesni optiki/oèesne optièarke";"Moški";"Povpreèje";"2016";-
"3254 Oèesni optiki/oèesne optièarke";"Moški";"Povpreèje";"2017";-
"3254 Oèesni optiki/oèesne optièarke";"Moški";"Povpreèje";"2018";-
"3254 Oèesni optiki/oèesne optièarke";"Moški";"Povpreèje";"2019";1750
"3254 Oèesni optiki/oèesne optièarke";"Ženske";"Povpreèje";"2011";-
"3254 Oèesni optiki/oèesne optièarke";"Ženske";"Povpreèje";"2012";-
"3254 Oèesni optiki/oèesne optièarke";"Ženske";"Povpreèje";"2013";-
"3254 Oèesni optiki/oèesne optièarke";"Ženske";"Povpreèje";"2014";-
"3254 Oèesni optiki/oèesne optièarke";"Ženske";"Povpreèje";"2015";-
"3254 Oèesni optiki/oèesne optièarke";"Ženske";"Povpreèje";"2016";-
"3254 Oèesni optiki/oèesne optièarke";"Ženske";"Povpreèje";"2017";-
"3254 Oèesni optiki/oèesne optièarke";"Ženske";"Povpreèje";"2018";-
"3254 Oèesni optiki/oèesne optièarke";"Ženske";"Povpreèje";"2019";1477
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Moški";"Povpreèje";"2011";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Moški";"Povpreèje";"2012";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Moški";"Povpreèje";"2013";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Moški";"Povpreèje";"2014";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Moški";"Povpreèje";"2015";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Moški";"Povpreèje";"2016";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Moški";"Povpreèje";"2017";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Moški";"Povpreèje";"2018";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Moški";"Povpreèje";"2019";2263
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Ženske";"Povpreèje";"2011";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Ženske";"Povpreèje";"2012";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Ženske";"Povpreèje";"2013";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Ženske";"Povpreèje";"2014";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Ženske";"Povpreèje";"2015";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Ženske";"Povpreèje";"2016";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Ženske";"Povpreèje";"2017";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Ženske";"Povpreèje";"2018";-
"3257 Strokovni sodelavci/strokovne sodelavke  za okoljsko zdravstvo, higieno, zdravstvo pri delu ipd.";"Ženske";"Povpreèje";"2019";1888
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Moški";"Povpreèje";"2011";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Moški";"Povpreèje";"2012";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Moški";"Povpreèje";"2013";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Moški";"Povpreèje";"2014";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Moški";"Povpreèje";"2015";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Moški";"Povpreèje";"2016";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Moški";"Povpreèje";"2017";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Moški";"Povpreèje";"2018";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Moški";"Povpreèje";"2019";1681
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Ženske";"Povpreèje";"2011";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Ženske";"Povpreèje";"2012";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Ženske";"Povpreèje";"2013";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Ženske";"Povpreèje";"2014";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Ženske";"Povpreèje";"2015";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Ženske";"Povpreèje";"2016";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Ženske";"Povpreèje";"2017";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Ženske";"Povpreèje";"2018";-
"3259 Drugi tehniki in strokovni sodelavci/druge tehnice in strokovne sodelavke v zdravstvu, d. n.";"Ženske";"Povpreèje";"2019";1450
"33 Strokovni sodelavci za poslovanje in upravljanje";"Moški";"Povpreèje";"2011";1862
"33 Strokovni sodelavci za poslovanje in upravljanje";"Moški";"Povpreèje";"2012";1882
"33 Strokovni sodelavci za poslovanje in upravljanje";"Moški";"Povpreèje";"2013";1884
"33 Strokovni sodelavci za poslovanje in upravljanje";"Moški";"Povpreèje";"2014";1925
"33 Strokovni sodelavci za poslovanje in upravljanje";"Moški";"Povpreèje";"2015";1954
"33 Strokovni sodelavci za poslovanje in upravljanje";"Moški";"Povpreèje";"2016";1999
"33 Strokovni sodelavci za poslovanje in upravljanje";"Moški";"Povpreèje";"2017";2060
"33 Strokovni sodelavci za poslovanje in upravljanje";"Moški";"Povpreèje";"2018";2128
"33 Strokovni sodelavci za poslovanje in upravljanje";"Moški";"Povpreèje";"2019";2202
"33 Strokovni sodelavci za poslovanje in upravljanje";"Ženske";"Povpreèje";"2011";1634
"33 Strokovni sodelavci za poslovanje in upravljanje";"Ženske";"Povpreèje";"2012";1656
"33 Strokovni sodelavci za poslovanje in upravljanje";"Ženske";"Povpreèje";"2013";1652
"33 Strokovni sodelavci za poslovanje in upravljanje";"Ženske";"Povpreèje";"2014";1691
"33 Strokovni sodelavci za poslovanje in upravljanje";"Ženske";"Povpreèje";"2015";1716
"33 Strokovni sodelavci za poslovanje in upravljanje";"Ženske";"Povpreèje";"2016";1751
"33 Strokovni sodelavci za poslovanje in upravljanje";"Ženske";"Povpreèje";"2017";1786
"33 Strokovni sodelavci za poslovanje in upravljanje";"Ženske";"Povpreèje";"2018";1826
"33 Strokovni sodelavci za poslovanje in upravljanje";"Ženske";"Povpreèje";"2019";1900
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Moški";"Povpreèje";"2011";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Moški";"Povpreèje";"2012";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Moški";"Povpreèje";"2013";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Moški";"Povpreèje";"2014";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Moški";"Povpreèje";"2015";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Moški";"Povpreèje";"2016";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Moški";"Povpreèje";"2017";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Moški";"Povpreèje";"2018";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Moški";"Povpreèje";"2019";2402
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Ženske";"Povpreèje";"2011";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Ženske";"Povpreèje";"2012";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Ženske";"Povpreèje";"2013";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Ženske";"Povpreèje";"2014";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Ženske";"Povpreèje";"2015";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Ženske";"Povpreèje";"2016";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Ženske";"Povpreèje";"2017";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Ženske";"Povpreèje";"2018";-
"331 Finanèni strokovni sodelavci, knjigovodje/finanène strokovne sodelavke, knjigovodkinje ipd.";"Ženske";"Povpreèje";"2019";1926
"3311 Borzni posredniki/borzne posrednice";"Moški";"Povpreèje";"2011";-
"3311 Borzni posredniki/borzne posrednice";"Moški";"Povpreèje";"2012";-
"3311 Borzni posredniki/borzne posrednice";"Moški";"Povpreèje";"2013";-
"3311 Borzni posredniki/borzne posrednice";"Moški";"Povpreèje";"2014";-
"3311 Borzni posredniki/borzne posrednice";"Moški";"Povpreèje";"2015";-
"3311 Borzni posredniki/borzne posrednice";"Moški";"Povpreèje";"2016";-
"3311 Borzni posredniki/borzne posrednice";"Moški";"Povpreèje";"2017";-
"3311 Borzni posredniki/borzne posrednice";"Moški";"Povpreèje";"2018";-
"3311 Borzni posredniki/borzne posrednice";"Moški";"Povpreèje";"2019";2938
"3311 Borzni posredniki/borzne posrednice";"Ženske";"Povpreèje";"2011";-
"3311 Borzni posredniki/borzne posrednice";"Ženske";"Povpreèje";"2012";-
"3311 Borzni posredniki/borzne posrednice";"Ženske";"Povpreèje";"2013";-
"3311 Borzni posredniki/borzne posrednice";"Ženske";"Povpreèje";"2014";-
"3311 Borzni posredniki/borzne posrednice";"Ženske";"Povpreèje";"2015";-
"3311 Borzni posredniki/borzne posrednice";"Ženske";"Povpreèje";"2016";-
"3311 Borzni posredniki/borzne posrednice";"Ženske";"Povpreèje";"2017";-
"3311 Borzni posredniki/borzne posrednice";"Ženske";"Povpreèje";"2018";-
"3311 Borzni posredniki/borzne posrednice";"Ženske";"Povpreèje";"2019";3121
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Moški";"Povpreèje";"2011";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Moški";"Povpreèje";"2012";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Moški";"Povpreèje";"2013";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Moški";"Povpreèje";"2014";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Moški";"Povpreèje";"2015";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Moški";"Povpreèje";"2016";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Moški";"Povpreèje";"2017";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Moški";"Povpreèje";"2018";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Moški";"Povpreèje";"2019";2580
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Ženske";"Povpreèje";"2011";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Ženske";"Povpreèje";"2012";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Ženske";"Povpreèje";"2013";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Ženske";"Povpreèje";"2014";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Ženske";"Povpreèje";"2015";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Ženske";"Povpreèje";"2016";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Ženske";"Povpreèje";"2017";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Ženske";"Povpreèje";"2018";-
"3312 Strokovni sodelavci/strokovne sodelavke za kredite";"Ženske";"Povpreèje";"2019";2104
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Moški";"Povpreèje";"2011";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Moški";"Povpreèje";"2012";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Moški";"Povpreèje";"2013";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Moški";"Povpreèje";"2014";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Moški";"Povpreèje";"2015";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Moški";"Povpreèje";"2016";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Moški";"Povpreèje";"2017";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Moški";"Povpreèje";"2018";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Moški";"Povpreèje";"2019";2059
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Ženske";"Povpreèje";"2011";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Ženske";"Povpreèje";"2012";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Ženske";"Povpreèje";"2013";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Ženske";"Povpreèje";"2014";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Ženske";"Povpreèje";"2015";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Ženske";"Povpreèje";"2016";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Ženske";"Povpreèje";"2017";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Ženske";"Povpreèje";"2018";-
"3313 Knjigovodje in strokovni sodelavci/knjigovodkinje in strokovne sodelavke v raèunovodstvu";"Ženske";"Povpreèje";"2019";1842
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Moški";"Povpreèje";"2011";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Moški";"Povpreèje";"2012";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Moški";"Povpreèje";"2013";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Moški";"Povpreèje";"2014";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Moški";"Povpreèje";"2015";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Moški";"Povpreèje";"2016";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Moški";"Povpreèje";"2017";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Moški";"Povpreèje";"2018";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Moški";"Povpreèje";"2019";2789
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Ženske";"Povpreèje";"2011";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Ženske";"Povpreèje";"2012";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Ženske";"Povpreèje";"2013";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Ženske";"Povpreèje";"2014";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Ženske";"Povpreèje";"2015";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Ženske";"Povpreèje";"2016";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Ženske";"Povpreèje";"2017";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Ženske";"Povpreèje";"2018";-
"3314 Strokovni sodelavci/strokovne sodelavke za statistiène, zavarovalne izraèune in prikaze ipd.";"Ženske";"Povpreèje";"2019";2223
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Moški";"Povpreèje";"2011";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Moški";"Povpreèje";"2012";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Moški";"Povpreèje";"2013";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Moški";"Povpreèje";"2014";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Moški";"Povpreèje";"2015";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Moški";"Povpreèje";"2016";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Moški";"Povpreèje";"2017";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Moški";"Povpreèje";"2018";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Moški";"Povpreèje";"2019";2246
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Ženske";"Povpreèje";"2011";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Ženske";"Povpreèje";"2012";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Ženske";"Povpreèje";"2013";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Ženske";"Povpreèje";"2014";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Ženske";"Povpreèje";"2015";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Ženske";"Povpreèje";"2016";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Ženske";"Povpreèje";"2017";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Ženske";"Povpreèje";"2018";-
"3315 Cenilci in strokovni sodelavci/cenilke in strokovne sodelavke za ocenitev škode";"Ženske";"Povpreèje";"2019";1805
"332 Zastopniki in posredniki/zastopnice in posrednice za prodajo in nabavo";"Moški";"Povpreèje";"2011";-
